"Attrition","Age","JobRole","Department","JobSatisfaction","WorkLifeBalance","YearsAtCompany","OverTime","Education","EnvironmentSatisfaction","JobInvolvement","RelationshipSatisfaction","Gender","YearsInCurrentRole","JobLevel","TotalWorkingYears","EducationField","EmployeeNumber","PerformanceRating"
"No",46,"Manufacturing Director","Research & Development",3,3,8,"No",2,4,3,2,"Male",7,3,13,"Medical",1007,3
"No",24,"Manufacturing Director","Research & Development",3,3,4,"No",1,4,2,2,"Female",2,2,5,"Medical",1009,3
"Yes",35,"Laboratory Technician","Research & Development",2,1,4,"Yes",4,3,2,4,"Male",2,1,5,"Other",1010,4
"No",31,"Manufacturing Director","Research & Development",1,3,4,"No",1,3,3,3,"Female",3,2,4,"Life Sciences",1011,3
"No",18,"Research Scientist","Research & Development",4,3,0,"No",2,2,3,4,"Male",0,1,0,"Life Sciences",1012,3
"No",54,"Manufacturing Director","Research & Development",3,3,10,"No",3,3,3,3,"Female",7,3,22,"Technical Degree",1013,3
"No",35,"Healthcare Representative","Research & Development",3,2,16,"Yes",4,3,3,3,"Female",10,3,16,"Medical",1014,3
"No",30,"Research Director","Research & Development",1,2,8,"Yes",2,2,4,3,"Female",7,3,9,"Life Sciences",1015,3
"Yes",20,"Research Scientist","Research & Development",1,3,1,"Yes",3,4,2,1,"Female",0,1,1,"Medical",1016,3
"Yes",30,"Laboratory Technician","Research & Development",2,3,3,"No",3,2,3,1,"Female",2,1,4,"Medical",1017,3
"No",26,"Manufacturing Director","Research & Development",4,3,8,"No",2,4,4,2,"Male",7,2,8,"Medical",1018,3
"No",22,"Laboratory Technician","Research & Development",1,2,4,"No",1,2,1,1,"Male",3,1,4,"Life Sciences",1019,3
"No",48,"Healthcare Representative","Research & Development",3,3,2,"No",3,1,2,4,"Male",2,2,19,"Life Sciences",1022,3
"No",48,"Healthcare Representative","Research & Development",3,3,15,"No",4,3,2,2,"Male",11,3,27,"Life Sciences",1024,3
"No",41,"Manufacturing Director","Research & Development",3,3,2,"No",2,4,3,2,"Female",2,2,8,"Medical",1025,3
"No",39,"Manufacturing Director","Research & Development",4,3,21,"No",1,4,2,3,"Female",6,4,21,"Life Sciences",1026,3
"No",27,"Manufacturing Director","Research & Development",4,3,3,"No",4,1,3,2,"Female",2,2,4,"Life Sciences",1027,3
"No",35,"Laboratory Technician","Research & Development",4,2,3,"No",3,2,3,1,"Male",2,1,3,"Other",1028,4
"No",42,"Manager","Sales",3,4,1,"No",2,4,3,2,"Male",0,5,21,"Marketing",1029,3
"No",50,"Laboratory Technician","Research & Development",4,3,1,"No",3,1,3,2,"Male",0,1,8,"Life Sciences",1030,3
"No",59,"Manufacturing Director","Research & Development",4,3,5,"Yes",3,3,2,1,"Female",3,4,30,"Life Sciences",1032,3
"Yes",37,"Healthcare Representative","Research & Development",2,1,1,"No",2,1,1,1,"Female",0,2,15,"Medical",1033,3
"No",55,"Healthcare Representative","Research & Development",2,3,8,"Yes",4,3,3,4,"Male",7,2,17,"Medical",1034,3
"No",41,"Research Director","Research & Development",3,3,21,"No",1,2,1,2,"Female",16,5,21,"Life Sciences",1035,4
"No",38,"Sales Executive","Sales",4,3,1,"Yes",4,2,3,3,"Male",0,2,19,"Life Sciences",1036,3
"Yes",26,"Sales Executive","Sales",1,3,2,"No",2,2,1,4,"Male",2,2,7,"Medical",1037,3
"Yes",52,"Manager","Sales",4,3,32,"No",1,1,1,4,"Female",14,5,33,"Marketing",1038,3
"No",44,"Sales Executive","Sales",4,3,12,"Yes",3,4,4,3,"Female",11,4,23,"Medical",1039,3
"No",50,"Sales Executive","Sales",3,3,18,"No",3,4,3,1,"Female",7,2,19,"Life Sciences",1040,3
"Yes",36,"Laboratory Technician","Research & Development",1,3,17,"No",4,3,4,3,"Female",13,1,18,"Life Sciences",1042,3
"No",39,"Manufacturing Director","Research & Development",1,3,21,"Yes",3,4,3,3,"Female",6,3,21,"Medical",1043,3
"No",33,"Sales Representative","Sales",4,2,2,"No",1,2,2,4,"Female",2,1,3,"Life Sciences",1044,3
"No",45,"Manager","Sales",4,4,9,"No",2,4,3,2,"Female",3,4,26,"Life Sciences",1045,3
"No",32,"Laboratory Technician","Research & Development",3,3,8,"No",4,4,3,2,"Female",7,1,10,"Medical",1046,3
"No",34,"Sales Executive","Sales",4,2,15,"No",4,2,4,4,"Male",1,2,16,"Marketing",1047,3
"No",59,"Manager","Sales",4,1,6,"Yes",2,2,3,3,"Male",4,3,14,"Technical Degree",1048,3
"No",45,"Human Resources","Human Resources",2,3,6,"No",4,2,3,1,"Male",3,1,6,"Medical",1049,3
"No",53,"Sales Executive","Sales",2,3,15,"No",3,3,2,1,"Female",7,3,30,"Marketing",1050,3
"Yes",36,"Laboratory Technician","Research & Development",3,2,1,"No",3,1,3,2,"Male",0,2,9,"Other",1052,3
"Yes",26,"Research Scientist","Research & Development",1,3,3,"Yes",3,1,3,2,"Male",2,1,6,"Life Sciences",1053,3
"No",34,"Sales Representative","Sales",3,3,1,"Yes",4,3,3,4,"Female",1,1,1,"Life Sciences",1055,3
"No",28,"Sales Representative","Sales",2,3,1,"No",1,4,3,2,"Male",0,1,1,"Medical",1056,4
"No",38,"Research Scientist","Research & Development",3,3,2,"No",4,3,3,1,"Male",2,1,8,"Other",1060,3
"No",50,"Research Director","Research & Development",3,2,8,"Yes",4,2,3,4,"Male",1,5,29,"Medical",1061,3
"No",37,"Healthcare Representative","Research & Development",2,2,4,"No",3,4,3,1,"Female",3,2,8,"Other",1062,3
"No",40,"Sales Executive","Sales",1,2,7,"No",3,3,3,2,"Male",7,2,8,"Marketing",1066,3
"No",26,"Research Scientist","Research & Development",3,3,5,"No",1,1,2,3,"Female",3,1,5,"Medical",1068,3
"No",46,"Research Director","Research & Development",4,3,2,"No",4,4,3,4,"Male",2,5,23,"Medical",1069,3
"No",54,"Sales Executive","Sales",3,3,9,"No",4,3,2,2,"Female",4,3,13,"Life Sciences",1070,3
"No",56,"Research Scientist","Research & Development",3,3,5,"No",3,1,3,2,"Female",4,1,18,"Medical",1071,3
"No",36,"Manufacturing Director","Research & Development",4,2,14,"No",5,4,2,2,"Female",8,3,15,"Medical",1073,3
"No",55,"Manager","Research & Development",1,4,9,"No",1,3,2,2,"Male",7,4,31,"Medical",1074,3
"No",43,"Sales Executive","Sales",4,3,1,"No",3,3,2,3,"Male",0,3,18,"Medical",1076,3
"Yes",20,"Sales Representative","Sales",4,3,2,"Yes",3,4,3,2,"Female",2,1,2,"Marketing",1077,3
"Yes",21,"Laboratory Technician","Research & Development",1,2,1,"No",3,3,2,1,"Female",0,1,1,"Life Sciences",1079,3
"No",46,"Research Scientist","Research & Development",1,3,16,"Yes",4,4,2,1,"Female",13,2,19,"Life Sciences",1080,4
"Yes",51,"Research Scientist","Research & Development",3,4,10,"Yes",4,1,3,3,"Male",0,1,18,"Life Sciences",1081,3
"Yes",28,"Healthcare Representative","Research & Development",1,2,10,"No",2,2,2,1,"Male",7,3,10,"Technical Degree",1082,3
"No",26,"Laboratory Technician","Research & Development",1,3,5,"No",2,1,2,1,"Male",3,1,6,"Medical",1083,3
"No",30,"Manufacturing Director","Research & Development",1,2,6,"No",3,3,3,3,"Male",2,2,7,"Other",1084,3
"No",41,"Research Scientist","Research & Development",3,3,10,"No",2,2,4,3,"Female",6,1,10,"Technical Degree",1085,3
"No",38,"Healthcare Representative","Research & Development",3,2,19,"No",1,3,2,1,"Female",9,3,20,"Life Sciences",1088,3
"No",40,"Healthcare Representative","Research & Development",4,3,11,"No",4,1,3,4,"Male",10,3,14,"Technical Degree",1092,4
"No",27,"Laboratory Technician","Research & Development",3,3,3,"No",5,1,1,4,"Male",2,1,3,"Life Sciences",1094,3
"No",55,"Manufacturing Director","Research & Development",2,3,3,"No",1,4,3,2,"Male",2,3,23,"Life Sciences",1096,3
"No",28,"Research Scientist","Research & Development",3,4,8,"No",3,3,3,4,"Female",7,2,10,"Other",1097,3
"Yes",44,"Human Resources","Human Resources",1,3,20,"No",2,2,2,4,"Male",6,3,24,"Medical",1098,3
"No",33,"Healthcare Representative","Research & Development",4,3,3,"No",3,4,2,3,"Male",2,3,9,"Life Sciences",1099,3
"Yes",35,"Sales Executive","Sales",1,3,8,"Yes",3,4,3,1,"Male",7,3,9,"Technical Degree",1100,4
"Yes",33,"Research Scientist","Research & Development",3,3,13,"No",4,1,2,2,"Female",7,2,14,"Medical",1101,4
"No",28,"Laboratory Technician","Research & Development",3,2,4,"No",2,1,3,4,"Male",2,1,4,"Life Sciences",1102,3
"No",34,"Healthcare Representative","Research & Development",4,2,6,"No",1,1,3,3,"Male",2,2,7,"Life Sciences",1103,3
"No",37,"Sales Executive","Sales",4,3,1,"Yes",4,4,2,3,"Female",0,2,8,"Life Sciences",1105,3
"Yes",25,"Laboratory Technician","Research & Development",4,4,7,"Yes",1,4,3,2,"Male",7,1,7,"Technical Degree",1106,3
"Yes",26,"Laboratory Technician","Research & Development",3,2,1,"No",3,1,3,3,"Male",1,1,1,"Medical",1107,4
"Yes",33,"Research Scientist","Research & Development",2,3,2,"Yes",3,1,2,2,"Male",2,1,5,"Medical",1108,4
"No",42,"Manager","Research & Development",1,3,22,"No",2,4,3,4,"Male",6,4,23,"Medical",1109,3
"Yes",28,"Laboratory Technician","Research & Development",2,3,1,"No",3,1,2,1,"Male",0,1,1,"Medical",1111,3
"Yes",50,"Sales Executive","Sales",3,3,0,"Yes",4,4,3,4,"Male",0,2,5,"Other",1113,3
"No",33,"Sales Executive","Sales",2,3,3,"No",3,4,3,3,"Female",2,2,4,"Life Sciences",1114,3
"No",34,"Research Scientist","Research & Development",4,3,0,"No",4,3,2,4,"Male",0,1,6,"Life Sciences",1115,3
"No",48,"Manager","Research & Development",4,2,5,"No",4,1,4,3,"Male",4,4,27,"Medical",1116,4
"No",45,"Sales Executive","Sales",3,3,15,"No",4,2,2,4,"Female",10,2,15,"Life Sciences",1117,3
"No",52,"Healthcare Representative","Research & Development",2,3,8,"No",4,2,3,4,"Male",6,3,18,"Life Sciences",1118,3
"No",38,"Sales Executive","Sales",3,3,8,"Yes",4,3,2,2,"Male",7,3,9,"Marketing",1119,3
"No",29,"Research Scientist","Research & Development",4,3,7,"No",4,3,3,1,"Female",5,1,11,"Life Sciences",1120,4
"No",28,"Manufacturing Director","Research & Development",2,2,9,"No",3,4,3,2,"Female",7,3,10,"Medical",1121,3
"No",46,"Manager","Sales",3,3,12,"No",1,1,3,4,"Male",9,4,23,"Marketing",1124,3
"No",38,"Sales Executive","Sales",2,3,1,"No",2,4,3,3,"Male",0,3,10,"Marketing",1125,3
"No",43,"Manufacturing Director","Research & Development",1,3,8,"No",3,3,3,3,"Female",7,3,18,"Life Sciences",1126,3
"Yes",39,"Healthcare Representative","Research & Development",4,3,18,"No",3,1,3,4,"Male",7,4,21,"Life Sciences",1127,3
"No",40,"Research Director","Research & Development",3,4,20,"No",3,3,2,1,"Male",7,5,21,"Medical",1128,3
"No",21,"Research Scientist","Research & Development",2,4,2,"Yes",1,4,2,3,"Female",2,1,2,"Technical Degree",1131,3
"No",39,"Laboratory Technician","Research & Development",2,2,5,"No",3,3,3,3,"Male",4,2,9,"Life Sciences",1132,3
"No",36,"Manufacturing Director","Research & Development",4,3,11,"No",4,1,3,1,"Male",9,2,18,"Life Sciences",1133,4
"No",31,"Sales Representative","Sales",4,3,2,"No",3,3,4,1,"Male",2,1,3,"Life Sciences",1135,3
"No",28,"Research Scientist","Research & Development",2,1,5,"No",1,1,2,1,"Male",3,1,6,"Life Sciences",1136,3
"No",35,"Sales Executive","Sales",4,3,5,"No",2,4,3,4,"Male",2,2,5,"Marketing",1137,3
"No",49,"Sales Executive","Sales",2,3,9,"No",4,4,2,2,"Male",8,4,22,"Technical Degree",1138,3
"No",34,"Manufacturing Director","Research & Development",3,2,3,"No",2,4,3,4,"Male",2,2,5,"Life Sciences",1140,3
"No",29,"Research Scientist","Research & Development",2,2,7,"No",3,4,3,4,"Female",5,1,8,"Life Sciences",1143,3
"No",42,"Laboratory Technician","Research & Development",4,3,1,"No",3,2,1,1,"Male",0,2,16,"Medical",1148,3
"No",29,"Manufacturing Director","Research & Development",4,2,10,"Yes",1,2,2,3,"Male",7,2,10,"Medical",1150,3
"No",38,"Human Resources","Human Resources",3,4,7,"No",3,3,4,4,"Male",6,1,7,"Human Resources",1152,3
"No",28,"Research Scientist","Research & Development",3,3,3,"Yes",3,3,2,4,"Male",1,1,3,"Life Sciences",1154,3
"Yes",18,"Laboratory Technician","Research & Development",3,3,0,"No",1,3,3,4,"Male",0,1,0,"Medical",1156,3
"Yes",33,"Sales Executive","Sales",1,3,5,"Yes",4,1,3,1,"Female",2,2,6,"Marketing",1157,3
"No",41,"Laboratory Technician","Research & Development",4,3,1,"Yes",4,2,3,1,"Male",0,1,6,"Life Sciences",1158,3
"Yes",31,"Laboratory Technician","Research & Development",3,2,2,"No",3,3,3,3,"Male",2,1,2,"Medical",1160,3
"No",37,"Healthcare Representative","Research & Development",4,3,6,"No",2,3,2,3,"Female",2,2,9,"Medical",1161,3
"No",27,"Research Scientist","Research & Development",3,3,4,"No",3,4,2,3,"Male",2,1,4,"Life Sciences",1162,3
"No",34,"Sales Executive","Sales",3,2,6,"No",1,2,3,1,"Female",5,2,6,"Life Sciences",1163,4
"No",35,"Human Resources","Human Resources",3,1,5,"No",4,3,3,2,"Male",4,1,6,"Technical Degree",1164,3
"Yes",29,"Sales Executive","Sales",1,1,11,"No",1,4,2,1,"Female",8,3,11,"Life Sciences",1165,3
"No",40,"Research Director","Research & Development",3,2,18,"No",4,2,3,3,"Female",7,3,20,"Medical",1166,3
"Yes",42,"Sales Executive","Sales",1,2,21,"Yes",3,3,3,2,"Male",9,4,22,"Life Sciences",1167,3
"No",42,"Sales Executive","Sales",1,4,6,"No",4,2,3,4,"Male",4,2,9,"Marketing",1171,3
"No",35,"Laboratory Technician","Research & Development",3,3,8,"No",4,4,2,2,"Male",0,1,10,"Medical",1172,3
"No",24,"Laboratory Technician","Research & Development",2,3,4,"No",3,4,3,4,"Male",3,1,6,"Medical",1173,4
"Yes",28,"Laboratory Technician","Research & Development",4,2,1,"Yes",1,3,3,4,"Female",1,1,1,"Life Sciences",1175,3
"No",26,"Laboratory Technician","Research & Development",4,3,8,"No",4,1,4,2,"Male",7,1,8,"Medical",1177,4
"No",30,"Sales Executive","Sales",3,3,10,"No",3,3,2,1,"Male",3,2,10,"Marketing",1179,3
"No",40,"Research Scientist","Research & Development",4,1,1,"Yes",2,3,2,4,"Female",1,2,16,"Medical",1180,3
"No",35,"Manufacturing Director","Research & Development",2,4,7,"No",3,3,2,2,"Male",7,3,15,"Life Sciences",1182,3
"No",34,"Healthcare Representative","Research & Development",1,3,13,"No",3,4,2,3,"Male",9,2,14,"Medical",1184,4
"No",35,"Laboratory Technician","Research & Development",4,4,2,"No",4,4,2,2,"Male",2,1,2,"Other",1185,3
"Yes",43,"Sales Executive","Sales",3,2,4,"No",3,1,1,2,"Female",3,2,7,"Marketing",1188,3
"No",32,"Sales Representative","Sales",1,3,1,"No",1,3,3,3,"Female",0,1,1,"Life Sciences",1190,3
"No",56,"Manager","Research & Development",1,3,5,"No",4,4,3,4,"Female",2,5,28,"Technical Degree",1191,3
"No",29,"Laboratory Technician","Research & Development",4,3,10,"No",1,2,3,1,"Female",8,1,10,"Medical",1192,3
"No",19,"Research Scientist","Research & Development",1,3,1,"No",2,3,3,3,"Male",1,1,1,"Life Sciences",1193,4
"No",45,"Research Scientist","Research & Development",3,2,3,"Yes",3,1,3,3,"Female",2,1,7,"Medical",1195,3
"No",37,"Manufacturing Director","Research & Development",4,2,14,"No",3,4,2,2,"Female",8,2,14,"Life Sciences",1196,3
"No",20,"Laboratory Technician","Research & Development",3,2,2,"No",3,1,2,1,"Male",2,1,2,"Life Sciences",1198,3
"Yes",44,"Research Scientist","Research & Development",3,3,6,"Yes",4,3,3,3,"Male",4,1,6,"Life Sciences",1200,3
"No",53,"Manager","Research & Development",3,3,7,"No",2,4,3,2,"Female",7,5,26,"Medical",1201,3
"No",29,"Research Scientist","Research & Development",4,2,5,"Yes",1,2,1,1,"Female",4,1,6,"Life Sciences",1202,3
"Yes",22,"Research Scientist","Research & Development",4,3,0,"Yes",4,3,2,2,"Male",0,1,1,"Life Sciences",1203,3
"No",46,"Manager","Sales",1,3,26,"No",3,3,3,1,"Female",15,4,28,"Marketing",1204,4
"No",44,"Research Scientist","Research & Development",3,3,0,"No",3,4,1,4,"Male",0,1,6,"Life Sciences",1206,3
"No",33,"Human Resources","Human Resources",3,3,5,"No",3,2,3,4,"Male",4,1,5,"Human Resources",1207,3
"Yes",41,"Research Scientist","Research & Development",1,1,1,"No",2,1,2,1,"Male",0,1,5,"Life Sciences",1210,3
"No",30,"Sales Executive","Sales",1,3,4,"No",4,3,3,3,"Male",3,2,8,"Life Sciences",1211,3
"No",40,"Sales Executive","Sales",2,3,0,"No",4,2,3,4,"Male",0,2,5,"Medical",1212,3
"No",50,"Manager","Research & Development",1,3,2,"No",3,4,3,3,"Female",2,4,32,"Medical",1215,4
"No",28,"Laboratory Technician","Research & Development",1,3,6,"No",4,4,2,3,"Male",5,1,6,"Medical",1216,3
"No",46,"Research Director","Research & Development",2,3,4,"No",2,4,3,1,"Male",2,5,25,"Life Sciences",1217,3
"No",35,"Sales Executive","Sales",1,3,7,"Yes",4,3,3,4,"Male",7,2,15,"Life Sciences",1218,3
"Yes",24,"Laboratory Technician","Research & Development",2,1,1,"No",2,4,3,1,"Female",0,1,1,"Life Sciences",1219,3
"No",33,"Sales Executive","Sales",3,2,10,"No",3,2,3,1,"Female",7,2,10,"Medical",1220,3
"No",36,"Laboratory Technician","Research & Development",3,3,7,"No",4,3,1,3,"Male",7,1,7,"Life Sciences",1221,3
"No",30,"Laboratory Technician","Research & Development",3,2,10,"No",4,3,3,1,"Male",7,2,10,"Life Sciences",1224,3
"No",44,"Research Scientist","Research & Development",4,3,20,"No",4,4,3,2,"Male",11,2,20,"Other",1225,4
"No",20,"Sales Representative","Sales",4,3,2,"No",3,3,4,4,"Male",1,1,2,"Marketing",1226,3
"No",46,"Manufacturing Director","Research & Development",4,2,6,"No",4,4,3,3,"Male",3,2,12,"Technical Degree",1228,3
"No",42,"Human Resources","Human Resources",1,4,4,"No",5,4,4,1,"Male",3,2,10,"Medical",1231,3
"No",60,"Sales Executive","Sales",4,3,11,"Yes",4,2,4,2,"Male",7,2,12,"Marketing",1233,3
"No",32,"Laboratory Technician","Research & Development",2,3,2,"No",3,3,2,3,"Female",2,1,2,"Other",1234,4
"No",32,"Research Scientist","Research & Development",3,3,8,"Yes",2,4,3,4,"Female",7,2,10,"Life Sciences",1235,3
"No",36,"Manufacturing Director","Research & Development",1,3,7,"Yes",3,3,1,3,"Female",7,3,17,"Technical Degree",1237,4
"No",33,"Research Scientist","Research & Development",4,3,14,"No",3,1,3,2,"Male",10,1,15,"Medical",1238,3
"No",40,"Sales Executive","Sales",2,4,5,"No",3,2,2,2,"Female",1,2,7,"Technical Degree",1239,3
"No",25,"Sales Executive","Sales",4,3,4,"No",4,3,3,2,"Male",3,2,5,"Life Sciences",1240,3
"No",30,"Research Scientist","Research & Development",2,3,11,"Yes",3,4,3,1,"Male",9,1,12,"Medical",1241,4
"No",42,"Research Director","Research & Development",1,3,1,"Yes",5,1,3,3,"Female",0,3,20,"Medical",1242,3
"No",35,"Sales Executive","Sales",4,2,13,"Yes",2,3,2,2,"Female",2,3,16,"Marketing",1243,3
"No",27,"Research Scientist","Research & Development",1,2,9,"Yes",3,1,3,4,"Male",7,1,9,"Life Sciences",1244,3
"No",54,"Manufacturing Director","Research & Development",3,1,5,"No",4,4,3,1,"Female",4,3,33,"Life Sciences",1245,3
"No",44,"Research Scientist","Research & Development",4,3,10,"No",1,1,4,4,"Female",5,1,10,"Life Sciences",1246,3
"Yes",19,"Research Scientist","Research & Development",2,4,1,"Yes",3,1,2,2,"Female",1,1,1,"Medical",1248,4
"No",29,"Research Scientist","Research & Development",4,3,3,"No",3,1,3,1,"Female",2,1,3,"Life Sciences",1249,3
"No",54,"Research Director","Research & Development",4,3,10,"No",3,4,3,1,"Male",9,4,36,"Life Sciences",1250,3
"No",31,"Healthcare Representative","Research & Development",1,2,6,"Yes",2,3,3,4,"Male",5,2,6,"Medical",1251,3
"No",31,"Healthcare Representative","Research & Development",1,3,10,"No",3,3,2,2,"Female",9,2,10,"Medical",1252,3
"No",59,"Sales Executive","Sales",4,3,6,"No",3,3,2,4,"Female",1,2,13,"Life Sciences",1254,3
"No",43,"Research Director","Research & Development",4,3,8,"No",3,3,1,2,"Male",7,5,25,"Life Sciences",1255,3
"No",49,"Manager","Research & Development",3,4,1,"No",2,1,2,3,"Male",0,5,23,"Medical",1256,3
"No",36,"Research Scientist","Research & Development",2,2,11,"No",3,3,3,3,"Male",10,1,12,"Technical Degree",1257,3
"No",48,"Laboratory Technician","Research & Development",2,2,1,"No",2,4,4,3,"Male",0,1,7,"Technical Degree",1258,3
"No",27,"Research Scientist","Research & Development",3,3,5,"No",2,1,3,2,"Male",3,1,5,"Life Sciences",1259,3
"No",29,"Healthcare Representative","Research & Development",4,3,6,"Yes",3,3,3,2,"Male",0,2,6,"Life Sciences",1260,3
"No",48,"Research Director","Research & Development",4,4,1,"No",3,4,2,3,"Male",0,5,25,"Life Sciences",1263,3
"No",29,"Research Director","Research & Development",4,2,7,"No",3,4,2,2,"Female",7,4,9,"Life Sciences",1264,3
"No",34,"Research Scientist","Research & Development",3,2,1,"No",3,3,4,4,"Female",0,1,2,"Technical Degree",1265,3
"No",44,"Manager","Sales",2,3,22,"No",3,2,3,3,"Male",9,5,26,"Marketing",1267,3
"No",33,"Sales Executive","Sales",3,3,9,"Yes",5,4,4,4,"Male",8,3,10,"Marketing",1268,3
"No",19,"Research Scientist","Research & Development",4,3,1,"Yes",3,2,4,4,"Female",0,1,1,"Life Sciences",1269,3
"No",23,"Research Scientist","Research & Development",3,3,1,"No",2,4,3,4,"Male",0,1,1,"Life Sciences",1270,4
"Yes",25,"Sales Representative","Sales",4,3,1,"Yes",1,3,1,4,"Male",0,1,1,"Life Sciences",1273,3
"No",26,"Research Scientist","Research & Development",4,2,8,"Yes",2,3,3,2,"Male",5,1,8,"Life Sciences",1275,4
"Yes",45,"Manager","Sales",2,3,24,"Yes",3,1,1,1,"Female",10,5,26,"Marketing",1277,3
"No",55,"Healthcare Representative","Research & Development",2,3,33,"Yes",1,4,2,4,"Male",9,4,34,"Medical",1278,3
"Yes",21,"Laboratory Technician","Research & Development",3,1,2,"No",2,1,2,3,"Female",2,1,2,"Life Sciences",1279,4
"No",46,"Manager","Sales",2,3,11,"No",2,4,2,3,"Female",4,5,26,"Marketing",1280,3
"No",34,"Sales Executive","Sales",1,3,3,"Yes",3,3,3,4,"Female",2,2,4,"Marketing",1281,3
"No",51,"Manager","Sales",2,2,29,"Yes",3,4,3,1,"Male",10,5,31,"Life Sciences",1282,4
"No",59,"Manufacturing Director","Research & Development",4,2,9,"No",4,4,3,4,"Male",7,3,25,"Medical",1283,3
"No",34,"Laboratory Technician","Research & Development",2,4,11,"No",3,3,3,3,"Female",8,2,15,"Medical",1285,3
"No",28,"Laboratory Technician","Research & Development",3,2,4,"Yes",4,4,3,3,"Male",2,1,5,"Medical",1286,3
"No",44,"Manager","Research & Development",1,2,25,"No",2,3,4,4,"Male",9,5,26,"Life Sciences",1288,3
"No",34,"Human Resources","Human Resources",2,4,10,"No",3,3,2,4,"Male",9,2,14,"Life Sciences",1289,3
"No",35,"Research Scientist","Research & Development",3,3,3,"Yes",1,3,3,4,"Male",2,1,4,"Life Sciences",1291,3
"No",42,"Research Scientist","Research & Development",2,3,1,"Yes",4,2,4,4,"Female",0,2,18,"Medical",1292,3
"No",43,"Sales Executive","Sales",4,4,21,"No",4,4,2,4,"Female",7,3,23,"Marketing",1293,3
"No",36,"Manufacturing Director","Research & Development",2,3,16,"Yes",4,3,3,4,"Female",14,2,18,"Life Sciences",1294,3
"Yes",44,"Healthcare Representative","Research & Development",4,3,10,"No",3,1,3,4,"Female",7,3,10,"Medical",1295,3
"No",28,"Laboratory Technician","Research & Development",4,3,2,"Yes",3,4,2,2,"Male",2,1,2,"Life Sciences",1296,3
"No",51,"Laboratory Technician","Research & Development",3,2,7,"No",2,2,2,2,"Female",0,1,8,"Medical",1297,3
"No",30,"Manufacturing Director","Research & Development",3,3,8,"Yes",2,3,3,3,"Female",4,2,10,"Medical",1298,3
"Yes",29,"Laboratory Technician","Research & Development",3,3,7,"Yes",3,2,3,1,"Female",7,1,10,"Technical Degree",1299,3
"No",28,"Research Scientist","Research & Development",1,2,3,"No",3,4,3,2,"Male",2,1,5,"Technical Degree",1301,3
"No",25,"Research Scientist","Research & Development",2,2,2,"No",3,4,3,4,"Female",2,1,2,"Medical",1303,3
"No",32,"Sales Executive","Sales",4,4,10,"No",3,3,4,3,"Male",7,2,10,"Medical",1304,3
"No",45,"Manager","Research & Development",2,3,0,"No",3,2,3,3,"Female",0,5,22,"Medical",1306,4
"No",39,"Manager","Research & Development",2,3,19,"Yes",4,3,2,4,"Female",9,4,21,"Medical",1307,3
"No",58,"Research Scientist","Research & Development",3,3,2,"No",4,1,3,4,"Male",2,1,2,"Life Sciences",1308,3
"Yes",32,"Laboratory Technician","Research & Development",3,3,10,"No",2,4,3,1,"Male",4,2,10,"Life Sciences",1309,3
"Yes",39,"Research Scientist","Research & Development",1,3,5,"No",3,3,3,1,"Male",2,1,6,"Medical",1310,3
"No",30,"Laboratory Technician","Research & Development",4,3,9,"No",3,1,2,1,"Female",2,2,10,"Technical Degree",1311,3
"No",36,"Healthcare Representative","Research & Development",3,3,7,"No",4,4,3,1,"Female",7,3,10,"Technical Degree",1312,3
"No",46,"Human Resources","Human Resources",1,4,7,"No",2,4,3,3,"Female",6,1,10,"Life Sciences",1314,3
"No",28,"Laboratory Technician","Research & Development",4,3,9,"No",3,3,1,1,"Female",8,2,10,"Life Sciences",1315,3
"No",50,"Research Director","Research & Development",1,3,3,"Yes",3,4,3,2,"Female",2,4,25,"Life Sciences",1317,3
"Yes",40,"Sales Executive","Sales",2,3,5,"Yes",4,4,2,3,"Male",4,3,9,"Marketing",1318,3
"Yes",52,"Sales Executive","Sales",2,2,8,"Yes",3,2,3,3,"Male",7,3,10,"Life Sciences",1319,3
"No",30,"Manager","Research & Development",1,3,9,"Yes",4,2,3,4,"Female",1,3,9,"Medical",1321,4
"No",39,"Manufacturing Director","Research & Development",3,3,8,"No",2,1,3,1,"Male",7,2,9,"Life Sciences",1322,3
"No",31,"Sales Executive","Sales",3,2,10,"Yes",4,4,3,1,"Female",8,3,10,"Life Sciences",1324,3
"No",41,"Sales Executive","Sales",2,3,19,"No",2,3,1,1,"Male",2,2,19,"Medical",1329,3
"Yes",31,"Sales Representative","Sales",2,4,3,"Yes",3,4,3,1,"Female",2,1,3,"Life Sciences",1331,3
"Yes",44,"Laboratory Technician","Research & Development",1,4,3,"No",3,1,3,3,"Male",2,1,10,"Life Sciences",1333,3
"No",42,"Manager","Research & Development",3,2,20,"Yes",1,3,3,4,"Male",8,4,21,"Life Sciences",1334,3
"No",55,"Manager","Research & Development",3,3,19,"No",2,4,1,4,"Female",9,5,23,"Medical",1336,3
"No",56,"Manager","Human Resources",2,3,7,"No",4,4,3,1,"Male",3,5,36,"Life Sciences",1338,3
"No",40,"Research Scientist","Research & Development",3,3,4,"No",2,3,3,2,"Male",2,1,6,"Life Sciences",1340,3
"No",34,"Healthcare Representative","Research & Development",4,2,9,"No",3,4,3,4,"Male",7,3,10,"Life Sciences",1344,3
"No",40,"Research Scientist","Research & Development",4,3,9,"No",3,3,3,3,"Male",8,2,9,"Life Sciences",1346,3
